# wave         flux         error        rest_wave
# Combined Miri LRS and Nirspec Spectrum of WISEJ150115.92-400418.4
# Wl (um)     Flx (Jy)     Error (Jy)   Res(lambda/deltalambda)
 7.0691e+00   1.8728e-04   1.4375e-06   8.6705e+01
 7.1079e+00   1.7924e-04   1.4400e-06   8.7396e+01
 7.1463e+00   1.7203e-04   1.4151e-06   8.8087e+01
 7.1844e+00   1.6310e-04   1.4182e-06   8.8780e+01
 7.2223e+00   1.5225e-04   1.3938e-06   8.9473e+01
 7.2598e+00   1.4665e-04   1.4051e-06   9.0166e+01
 7.2971e+00   1.3997e-04   1.3982e-06   9.0859e+01
 7.3340e+00   1.3352e-04   1.4026e-06   9.1551e+01
 7.3707e+00   1.3127e-04   1.3853e-06   9.2244e+01
 7.4072e+00   1.3468e-04   1.4274e-06   9.2935e+01
 7.4433e+00   1.3430e-04   1.4170e-06   9.3625e+01
 7.4792e+00   1.4061e-04   1.4752e-06   9.4314e+01
 7.5148e+00   1.5197e-04   1.4958e-06   9.5002e+01
 7.5502e+00   1.5170e-04   1.5291e-06   9.5687e+01
 7.5853e+00   1.6448e-04   1.5160e-06   9.6370e+01
 7.6202e+00   1.5494e-04   1.4605e-06   9.7051e+01
 7.6548e+00   1.2889e-04   1.4261e-06   9.7729e+01
 7.6892e+00   1.1389e-04   1.4241e-06   9.8403e+01
 7.7233e+00   1.1348e-04   1.4393e-06   9.9074e+01
 7.7572e+00   1.3013e-04   1.4751e-06   9.9741e+01
 7.7909e+00   1.3471e-04   1.5332e-06   1.0040e+02
 7.8244e+00   1.4391e-04   1.5609e-06   1.0106e+02
 7.8577e+00   1.4902e-04   1.5660e-06   1.0172e+02
 7.8907e+00   1.4482e-04   1.5817e-06   1.0236e+02
 7.9235e+00   1.5633e-04   1.6043e-06   1.0301e+02
 7.9562e+00   1.6093e-04   1.6618e-06   1.0364e+02
 7.9886e+00   1.6040e-04   1.6606e-06   1.0427e+02
 8.0208e+00   1.6160e-04   1.6966e-06   1.0490e+02
 8.0529e+00   1.6451e-04   1.6685e-06   1.0551e+02
 8.0848e+00   1.7014e-04   1.7703e-06   1.0612e+02
 8.1164e+00   1.8409e-04   1.7947e-06   1.0672e+02
 8.1480e+00   1.7632e-04   1.8168e-06   1.0732e+02
 8.1793e+00   1.7642e-04   1.7887e-06   1.0790e+02
 8.2105e+00   1.8160e-04   1.9182e-06   1.0847e+02
 8.2415e+00   1.9335e-04   1.9492e-06   1.0904e+02
 8.2723e+00   1.9324e-04   1.8609e-06   1.0960e+02
 8.3030e+00   1.9978e-04   2.0165e-06   1.1014e+02
 8.3335e+00   2.0159e-04   2.0444e-06   1.1068e+02
 8.3639e+00   2.1349e-04   2.0516e-06   1.1120e+02
 8.3942e+00   2.1326e-04   2.0798e-06   1.1172e+02
 8.4243e+00   2.2368e-04   2.0887e-06   1.1223e+02
 8.4543e+00   2.3066e-04   2.1012e-06   1.1275e+02
 8.4841e+00   2.3135e-04   2.1073e-06   1.1327e+02
 8.5138e+00   2.3983e-04   2.1844e-06   1.1379e+02
 8.5434e+00   2.3856e-04   2.1795e-06   1.1431e+02
 8.5728e+00   2.5402e-04   2.2366e-06   1.1484e+02
 8.6021e+00   2.5052e-04   2.2499e-06   1.1536e+02
 8.6313e+00   2.6295e-04   2.3106e-06   1.1589e+02
 8.6603e+00   2.8235e-04   2.3867e-06   1.1642e+02
 8.6892e+00   2.7791e-04   2.4345e-06   1.1695e+02
 8.7180e+00   2.9012e-04   2.4513e-06   1.1748e+02
 8.7466e+00   2.8269e-04   2.4595e-06   1.1801e+02
 8.7751e+00   2.8957e-04   2.3988e-06   1.1854e+02
 8.8035e+00   2.9340e-04   2.5238e-06   1.1908e+02
 8.8317e+00   3.0919e-04   2.4920e-06   1.1961e+02
 8.8599e+00   3.1914e-04   2.6260e-06   1.2015e+02
 8.8879e+00   3.2259e-04   2.6465e-06   1.2069e+02
 8.9158e+00   3.2966e-04   2.6746e-06   1.2122e+02
 8.9435e+00   3.2683e-04   2.6944e-06   1.2176e+02
 8.9711e+00   3.3005e-04   2.7587e-06   1.2230e+02
 8.9987e+00   3.4255e-04   2.7702e-06   1.2285e+02
 9.0260e+00   3.4400e-04   2.8376e-06   1.2339e+02
 9.0533e+00   3.5457e-04   2.8228e-06   1.2393e+02
 9.0805e+00   3.5413e-04   2.9341e-06   1.2447e+02
 9.1075e+00   3.6194e-04   2.6959e-06   1.2502e+02
 9.1344e+00   3.5530e-04   2.9275e-06   1.2557e+02
 9.1612e+00   3.6310e-04   2.9570e-06   1.2611e+02
 9.1879e+00   3.7227e-04   3.0131e-06   1.2666e+02
 9.2144e+00   3.8410e-04   3.0915e-06   1.2721e+02
 9.2409e+00   3.8995e-04   3.0988e-06   1.2775e+02
 9.2672e+00   3.9061e-04   3.1252e-06   1.2830e+02
 9.2935e+00   3.8694e-04   3.1454e-06   1.2885e+02
 9.3196e+00   3.8616e-04   3.1028e-06   1.2940e+02
 9.3456e+00   3.8699e-04   3.1870e-06   1.2995e+02
 9.3715e+00   4.0074e-04   3.1881e-06   1.3050e+02
 9.3973e+00   3.8418e-04   3.2048e-06   1.3105e+02
 9.4229e+00   3.7912e-04   3.1901e-06   1.3160e+02
 9.4485e+00   3.7495e-04   3.2544e-06   1.3215e+02
 9.4740e+00   3.8361e-04   3.2703e-06   1.3270e+02
 9.4993e+00   4.0267e-04   3.3540e-06   1.3325e+02
 9.5246e+00   4.1288e-04   3.3909e-06   1.3380e+02
 9.5497e+00   4.2649e-04   3.4782e-06   1.3435e+02
 9.5748e+00   4.3634e-04   3.4526e-06   1.3490e+02
 9.5997e+00   4.1950e-04   3.4963e-06   1.3545e+02
 9.6246e+00   4.1793e-04   3.4893e-06   1.3600e+02
 9.6493e+00   4.0370e-04   3.5353e-06   1.3655e+02
 9.6739e+00   4.0399e-04   3.4710e-06   1.3710e+02
 9.6985e+00   4.0460e-04   3.5623e-06   1.3765e+02
 9.7229e+00   4.2104e-04   3.6262e-06   1.3820e+02
 9.7473e+00   4.2302e-04   3.7980e-06   1.3875e+02
 9.7715e+00   4.3482e-04   3.7201e-06   1.3930e+02
 9.7957e+00   4.2185e-04   3.6966e-06   1.3984e+02
 9.8198e+00   4.2950e-04   3.6867e-06   1.4039e+02
 9.8437e+00   4.0675e-04   3.7481e-06   1.4093e+02
 9.8676e+00   4.0611e-04   3.7091e-06   1.4148e+02
 9.8914e+00   3.9658e-04   3.8623e-06   1.4202e+02
 9.9151e+00   4.1001e-04   3.7591e-06   1.4256e+02
 9.9387e+00   4.1623e-04   3.9341e-06   1.4310e+02
 9.9622e+00   4.6020e-04   3.9836e-06   1.4364e+02
 9.9857e+00   4.6273e-04   4.0823e-06   1.4418e+02
 1.0009e+01   4.4772e-04   4.0401e-06   1.4472e+02
 1.0032e+01   4.3662e-04   4.0895e-06   1.4525e+02
 1.0055e+01   4.2038e-04   4.0514e-06   1.4579e+02
 1.0079e+01   4.1256e-04   3.8692e-06   1.4632e+02
 1.0102e+01   4.2130e-04   4.2759e-06   1.4685e+02
 1.0124e+01   4.3651e-04   4.2693e-06   1.4738e+02
 1.0147e+01   4.4872e-04   4.3111e-06   1.4791e+02
 1.0170e+01   4.6750e-04   4.4839e-06   1.4843e+02
 1.0193e+01   4.8691e-04   4.5106e-06   1.4896e+02
 1.0215e+01   4.7837e-04   4.5648e-06   1.4948e+02
 1.0238e+01   4.5867e-04   4.5006e-06   1.5000e+02
 1.0260e+01   4.4346e-04   4.6212e-06   1.5051e+02
 1.0283e+01   4.0984e-04   4.4636e-06   1.5103e+02
 1.0305e+01   3.6296e-04   4.3998e-06   1.5154e+02
 1.0327e+01   3.1310e-04   4.3098e-06   1.5205e+02
 1.0349e+01   2.5641e-04   4.2368e-06   1.5256e+02
 1.0371e+01   2.2586e-04   4.2456e-06   1.5306e+02
 1.0393e+01   2.1834e-04   4.3700e-06   1.5356e+02
 1.0415e+01   2.3158e-04   4.4171e-06   1.5406e+02
 1.0437e+01   2.4955e-04   4.5366e-06   1.5456e+02
 1.0459e+01   2.6104e-04   4.5582e-06   1.5505e+02
 1.0481e+01   2.5781e-04   5.0145e-06   1.5554e+02
 1.0502e+01   2.8637e-04   4.9060e-06   1.5603e+02
 1.0524e+01   2.9276e-04   4.9580e-06   1.5651e+02
 1.0545e+01   2.9354e-04   4.9078e-06   1.5700e+02
 1.0567e+01   2.8694e-04   5.0892e-06   1.5747e+02
 1.0588e+01   2.9497e-04   5.0687e-06   1.5795e+02
 1.0610e+01   3.1620e-04   5.2404e-06   1.5842e+02
 1.0631e+01   3.1420e-04   5.0665e-06   1.5888e+02
 1.0652e+01   3.0400e-04   5.5523e-06   1.5934e+02
 1.0673e+01   3.0435e-04   5.3087e-06   1.5980e+02
 1.0694e+01   2.8847e-04   5.6378e-06   1.6026e+02
 1.0715e+01   2.5758e-04   5.5100e-06   1.6071e+02
 1.0736e+01   2.4619e-04   5.5667e-06   1.6115e+02
 1.0757e+01   2.4974e-04   5.6419e-06   1.6160e+02
 1.0778e+01   2.6386e-04   5.9115e-06   1.6204e+02
 1.0799e+01   2.8729e-04   5.9810e-06   1.6247e+02
 1.0819e+01   2.9783e-04   6.0810e-06   1.6291e+02
 1.0840e+01   2.9619e-04   6.1234e-06   1.6334e+02
 1.0861e+01   3.0318e-04   6.3123e-06   1.6378e+02
 1.0881e+01   3.2128e-04   6.4751e-06   1.6422e+02
 1.0902e+01   2.9855e-04   6.1733e-06   1.6465e+02
 1.0922e+01   2.9148e-04   6.1052e-06   1.6509e+02
 1.0943e+01   2.9681e-04   6.4598e-06   1.6553e+02
 1.0963e+01   3.0853e-04   6.8924e-06   1.6597e+02
 1.0983e+01   2.9190e-04   7.1199e-06   1.6641e+02
 1.1003e+01   3.0428e-04   7.0977e-06   1.6685e+02
 1.1024e+01   2.7946e-04   7.1057e-06   1.6730e+02
 1.1044e+01   3.0158e-04   7.0136e-06   1.6774e+02
 1.1064e+01   3.4822e-04   7.5285e-06   1.6818e+02
 1.1084e+01   3.4683e-04   7.7644e-06   1.6863e+02
 1.1104e+01   3.7686e-04   8.0366e-06   1.6907e+02
 1.1124e+01   3.4590e-04   7.8552e-06   1.6951e+02
 1.1144e+01   3.5314e-04   8.3380e-06   1.6996e+02
 1.1163e+01   3.7896e-04   7.9894e-06   1.7041e+02
 1.1183e+01   3.9150e-04   8.2397e-06   1.7085e+02
 1.1203e+01   3.5072e-04   8.6105e-06   1.7130e+02
 1.1223e+01   3.4738e-04   8.6777e-06   1.7175e+02
 1.1242e+01   3.2679e-04   9.0547e-06   1.7220e+02
 1.1262e+01   3.3171e-04   9.0056e-06   1.7264e+02
 1.1281e+01   3.3545e-04   9.1742e-06   1.7309e+02
 1.1301e+01   3.4177e-04   9.6097e-06   1.7354e+02
 1.1320e+01   3.7852e-04   9.7183e-06   1.7399e+02
 1.1339e+01   3.7027e-04   9.6867e-06   1.7444e+02
 1.1359e+01   3.6053e-04   9.6713e-06   1.7489e+02
 1.1378e+01   3.5277e-04   9.8687e-06   1.7535e+02
 1.1397e+01   3.9128e-04   1.0049e-05   1.7580e+02
 1.1416e+01   3.9127e-04   1.0152e-05   1.7625e+02
 1.1435e+01   3.6189e-04   9.5808e-06   1.7670e+02
 1.1455e+01   3.4131e-04   1.0261e-05   1.7716e+02
 1.1474e+01   3.6752e-04   9.5140e-06   1.7761e+02
 1.1492e+01   3.5983e-04   1.0817e-05   1.7806e+02
 1.1511e+01   3.5298e-04   1.0420e-05   1.7852e+02
 1.1530e+01   3.2783e-04   1.0983e-05   1.7897e+02
 1.1549e+01   3.2062e-04   1.0474e-05   1.7943e+02
 1.1568e+01   3.1542e-04   1.0808e-05   1.7988e+02
 1.1587e+01   3.4328e-04   1.0722e-05   1.8034e+02
 1.1605e+01   3.5285e-04   1.1577e-05   1.8080e+02
 1.1624e+01   3.3678e-04   1.1306e-05   1.8125e+02
 1.1642e+01   3.0954e-04   1.1725e-05   1.8171e+02
 1.1661e+01   3.3592e-04   1.1447e-05   1.8217e+02
 1.1679e+01   3.1590e-04   1.1397e-05   1.8262e+02
 1.1698e+01   3.4878e-04   1.2705e-05   1.8308e+02
 1.1716e+01   2.8043e-04   1.2420e-05   1.8354e+02
 1.1735e+01   2.8774e-04   1.2269e-05   1.8400e+02
 1.1753e+01   2.6651e-04   1.3384e-05   1.8445e+02
 1.1771e+01   2.5397e-04   1.3332e-05   1.8491e+02
 1.1789e+01   3.0845e-04   1.3496e-05   1.8537e+02
 1.1808e+01   2.3849e-04   1.3962e-05   1.8583e+02
 1.1826e+01   2.9797e-04   1.4815e-05   1.8629e+02
 1.1844e+01   3.1059e-04   1.4687e-05   1.8675e+02
 1.1862e+01   2.6394e-04   1.5125e-05   1.8721e+02
 1.1880e+01   2.8761e-04   1.5495e-05   1.8766e+02
 1.1898e+01   3.5652e-04   1.5756e-05   1.8812e+02
 1.1916e+01   2.7200e-04   1.4844e-05   1.8858e+02
 1.1934e+01   2.8932e-04   1.7032e-05   1.8904e+02
 1.1951e+01   3.6919e-04   1.7573e-05   1.8950e+02
 1.1969e+01   3.4995e-04   1.6800e-05   1.8996e+02
 1.1987e+01   3.5183e-04   1.6374e-05   1.9042e+02
 1.2005e+01   3.1916e-04   1.7816e-05   1.9088e+02
 1.2022e+01   3.7246e-04   1.7529e-05   1.9134e+02
 1.2040e+01   3.7274e-04   1.7679e-05   1.9180e+02
 1.2057e+01   3.1874e-04   1.8354e-05   1.9226e+02
 1.2075e+01   2.8356e-04   1.8399e-05   1.9272e+02
 1.2092e+01   2.8179e-04   1.9012e-05   1.9317e+02
 1.2110e+01   2.7873e-04   1.8520e-05   1.9363e+02
 1.2127e+01   3.8785e-04   1.9486e-05   1.9409e+02
 1.2145e+01   2.1706e-04   2.0622e-05   1.9455e+02
 1.2162e+01   3.0182e-04   2.0153e-05   1.9501e+02
 1.2179e+01   3.1886e-04   2.0842e-05   1.9547e+02
 1.2196e+01   3.8244e-04   2.0899e-05   1.9593e+02
 1.2214e+01   3.5305e-04   2.1346e-05   1.9638e+02
 1.2231e+01   3.6203e-04   2.1702e-05   1.9684e+02
 1.2248e+01   2.4769e-04   2.3973e-05   1.9730e+02
 1.2265e+01   3.0327e-04   2.0399e-05   1.9753e+02
