      8311.54000	     9.09442e-20	
      8341.53000	     6.54467e-18	
      8371.73000	     8.46338e-18	
      8402.12000	     1.32717e-17	
      8432.70000	     5.10881e-18	
      8463.49000	     4.02267e-18	
      8494.47000	     2.20183e-18	
      8525.64000	     5.44022e-18	
      8557.01000	     6.21758e-18	
      8588.58000	     1.59169e-17	
      8620.34000	     1.14087e-17	
      8652.30000	     1.34423e-17	
      8684.44000	     2.31050e-17	
      8716.78000	     1.31247e-17	
      8749.32000	     8.67168e-18	
      8782.04000	     1.78175e-17	
      8814.95000	     1.98182e-17	
      8848.05000	     9.97580e-18	
      8881.34000	     1.39054e-17	
      8914.82000	     1.48541e-17	
      8948.48000	     1.49135e-17	
      8982.33000	     1.19342e-17	
      9016.36000	     1.71597e-17	
      9050.58000	     1.92381e-17	
      9084.97000	     1.84320e-17	
      9119.55000	     2.35106e-17	
      9154.30000	     2.49522e-17	
      9189.23000	     2.36144e-17	
      9224.34000	     2.12089e-17	
      9259.62000	     1.88839e-17	
      9295.07000	     2.70219e-17	
      9330.70000	     2.80244e-17	
      9366.50000	     2.54868e-17	
      9402.46000	     3.42993e-17	
      9438.59000	     2.98680e-17	
      9474.89000	     2.74437e-17	
      9511.35000	     2.92597e-17	
      9547.97000	     2.76264e-17	
      9584.75000	     2.83914e-17	
      9621.69000	     3.09268e-17	
      9658.79000	     3.01229e-17	
      9696.04000	     3.52007e-17	
      9733.45000	     3.30463e-17	
      9771.00000	     3.33376e-17	
      9808.71000	     3.79940e-17	
      9846.56000	     3.80746e-17	
      9884.56000	     4.21354e-17	
      9922.70000	     3.68575e-17	
      9960.99000	     3.79843e-17	
      9999.41000	     3.48896e-17	
     10038.00000	     3.72199e-17	
     10076.70000	     3.74827e-17	
     10115.50000	     3.81410e-17	
     10154.50000	     3.77331e-17	
     10193.60000	     4.23809e-17	
     10232.80000	     4.29563e-17	
     10272.10000	     4.30063e-17	
     10311.60000	     4.62141e-17	
     10351.20000	     4.61844e-17	
     10390.90000	     4.72457e-17	
     10430.80000	     4.69789e-17	
     10470.70000	     4.56922e-17	
     10510.80000	     4.58897e-17	
     10550.90000	     4.94501e-17	
     10591.20000	     5.44514e-17	
     10631.60000	     5.18192e-17	
     10672.10000	     5.11393e-17	
     10712.70000	     5.11639e-17	
     10753.40000	     5.31001e-17	
     10794.20000	     5.39048e-17	
     10835.10000	     5.43316e-17	
     10876.10000	     5.51722e-17	
     10917.20000	     5.37444e-17	
     10958.30000	     5.21555e-17	
     10999.60000	     5.39974e-17	
     11041.00000	     4.86454e-17	
     11082.40000	     4.73862e-17	
     11123.90000	     4.61599e-17	
     11165.50000	     4.35129e-17	
     11207.20000	     4.47702e-17	
     11248.90000	     4.16846e-17	
     11290.70000	     4.14366e-17	
     11332.60000	     4.29282e-17	
     11374.60000	     4.38933e-17	
     11416.60000	     4.11374e-17	
     11458.70000	     4.44158e-17	
     11500.90000	     4.18272e-17	
     11543.10000	     4.20651e-17	
     11585.40000	     5.21339e-17	
     11627.70000	     4.34989e-17	
     11670.10000	     4.46684e-17	
     11712.60000	     4.81718e-17	
     11755.10000	     4.71975e-17	
     11797.60000	     4.76214e-17	
     11840.20000	     4.70415e-17	
     11882.90000	     5.16120e-17	
     11925.60000	     5.42887e-17	
     11968.30000	     5.87198e-17	
     12011.00000	     5.42588e-17	
     12053.90000	     6.34518e-17	
     12096.70000	     6.09661e-17	
     12139.60000	     6.59157e-17	
     12182.50000	     6.63869e-17	
     12225.40000	     6.44127e-17	
     12268.40000	     6.35657e-17	
     12311.40000	     7.19055e-17	
     12354.40000	     6.61413e-17	
     12397.40000	     7.19510e-17	
     12440.50000	     6.31410e-17	
     12483.60000	     6.34508e-17	
     12526.70000	     6.65102e-17	
     12569.80000	     6.91627e-17	
     12612.90000	     6.75149e-17	
     12656.00000	     6.89090e-17	
     12699.20000	     6.89751e-17	
     12742.40000	     6.16645e-17	
     12785.50000	     6.68371e-17	
     12828.70000	     7.11227e-17	
     12871.90000	     6.80007e-17	
     12915.10000	     7.08479e-17	
     12958.20000	     6.25956e-17	
     13001.40000	     7.15792e-17	
     13044.60000	     6.64635e-17	
     13087.80000	     7.01079e-17	
     13130.90000	     6.59550e-17	
     13174.10000	     6.58833e-17	
     13217.30000	     6.30396e-17	
     13260.40000	     6.01018e-17	
     13303.50000	     4.72038e-17	
     13346.70000	     4.76844e-17	
     13389.80000	     3.28681e-17	
     13432.90000	     2.78000e-17	
     13475.90000	     2.59695e-17	
     13519.00000	     2.39570e-17	
     13562.00000	     2.24168e-17	
     13605.00000	     2.04988e-17	
     13648.00000	     2.33787e-17	
     13691.00000	     2.97071e-17	
     13734.00000	     2.49548e-17	
     13776.90000	     2.62592e-17	
     13819.80000	     3.10577e-17	
     13862.60000	     2.45835e-17	
     13905.50000	     2.34939e-17	
     13948.30000	     2.91434e-17	
     13991.10000	     2.15133e-17	
     14033.80000	     2.44316e-17	
     14076.50000	     2.47405e-17	
     14119.20000	     1.93262e-17	
     14161.80000	     1.84909e-17	
     14204.40000	     2.35673e-17	
     14247.00000	     2.10023e-17	
     14289.50000	     2.16402e-17	
     14332.00000	     2.36731e-17	
     14374.40000	     2.41144e-17	
     14416.80000	     2.27376e-17	
     14459.20000	     2.68970e-17	
     14501.50000	     2.74932e-17	
     14543.80000	     2.21307e-17	
     14586.00000	     3.29624e-17	
     14628.20000	     3.10370e-17	
     14670.30000	     3.06424e-17	
     14712.40000	     3.17920e-17	
     14754.40000	     3.15732e-17	
     14796.40000	     3.91796e-17	
     14838.30000	     3.23363e-17	
     14880.20000	     3.63895e-17	
     14922.10000	     3.69523e-17	
     14963.80000	     3.97948e-17	
     15005.60000	     3.67072e-17	
     15047.20000	     3.83006e-17	
     15088.90000	     4.09906e-17	
     15130.40000	     4.38569e-17	
     15171.90000	     4.26810e-17	
     15213.40000	     4.64415e-17	
     15254.80000	     4.50157e-17	
     15296.10000	     4.68321e-17	
     15337.40000	     4.62318e-17	
     15378.70000	     4.95314e-17	
     15419.80000	     4.85679e-17	
     15460.90000	     5.18947e-17	
     15502.00000	     5.09814e-17	
     15543.00000	     5.84982e-17	
     15583.90000	     5.34928e-17	
     15624.80000	     5.52634e-17	
     15665.60000	     5.70366e-17	
     15706.30000	     5.86824e-17	
     15747.00000	     6.04642e-17	
     15787.60000	     5.75721e-17	
     15828.20000	     5.32981e-17	
     15868.70000	     6.36715e-17	
     15909.10000	     6.47713e-17	
     15949.50000	     6.00502e-17	
     15989.80000	     5.69663e-17	
     16030.00000	     6.14898e-17	
     16070.20000	     6.32280e-17	
     16110.30000	     6.05594e-17	
     16150.40000	     5.92087e-17	
     16190.40000	     6.46829e-17	
     16230.30000	     6.65114e-17	
     16270.10000	     6.26359e-17	
     16309.90000	     5.87384e-17	
     16349.70000	     5.98901e-17	
     16389.30000	     6.08750e-17	
     16428.90000	     6.19901e-17	
     16468.40000	     6.16175e-17	
     16507.90000	     6.21886e-17	
     16547.30000	     6.44863e-17	
     16586.60000	     5.91951e-17	
     16625.90000	     5.82032e-17	
     16665.10000	     5.81024e-17	
     16704.20000	     5.88742e-17	
     16743.30000	     5.82327e-17	
     16782.30000	     6.02430e-17	
     16821.30000	     6.08749e-17	
     16860.10000	     5.73866e-17	
     16899.00000	     6.09099e-17	
     16937.70000	     6.07967e-17	
     16976.40000	     5.96856e-17	
     17015.00000	     5.42008e-17	
     17053.50000	     5.60732e-17	
     17092.00000	     5.54074e-17	
     17130.40000	     5.36395e-17	
     17168.80000	     5.18565e-17	
     17207.10000	     5.37181e-17	
     17245.30000	     5.24863e-17	
     17283.40000	     5.12197e-17	
     17321.50000	     4.89225e-17	
     17359.60000	     5.11477e-17	
     17397.50000	     4.62348e-17	
     17435.40000	     4.78825e-17	
     17473.30000	     4.65993e-17	
     17511.00000	     4.51766e-17	
     17548.80000	     4.16342e-17	
     17586.40000	     3.82204e-17	
     17624.00000	     3.99041e-17	
     17661.50000	     3.97869e-17	
     17699.00000	     3.76941e-17	
     17736.40000	     3.67538e-17	
     17773.70000	     3.40578e-17	
     17811.00000	     3.19944e-17	
     17848.20000	     2.99893e-17	
     17885.30000	     3.09304e-17	
     17922.40000	     2.90597e-17	
     17959.40000	     2.95953e-17	
     17996.40000	     3.12142e-17	
     18033.30000	     2.48088e-17	
     18070.20000	     2.89494e-17	
     18106.90000	     2.78097e-17	
     18143.70000	     2.89012e-17	
     18180.30000	     2.89286e-17	
     18216.90000	     2.81680e-17	
     18253.50000	     2.60847e-17	
     18290.00000	     3.05009e-17	
     18326.40000	     3.11435e-17	
     18362.80000	     2.84428e-17	
     18399.10000	     2.66641e-17	
     18435.40000	     2.79574e-17	
     18471.60000	     2.46652e-17	
     18507.70000	     2.52370e-17	
     18543.80000	     2.23817e-17	
     18579.80000	     2.41850e-17	
     18615.80000	     2.27868e-17	
     18651.70000	     2.09250e-17	
     18687.60000	     2.60325e-17	
     18723.40000	     2.66709e-17	
     18759.10000	     2.75790e-17	
     18794.80000	     2.47361e-17	
     18830.50000	     2.29964e-17	
     18866.10000	     2.74649e-17	
     18901.60000	     2.35266e-17	
     18937.10000	     2.53708e-17	
     18972.50000	     2.79611e-17	
     19007.90000	     3.10720e-17	
     19043.20000	     2.93458e-17	
     19078.50000	     2.60617e-17	
     19113.70000	     2.75142e-17	
     19148.90000	     3.15858e-17	
     19184.00000	     3.20799e-17	
     19219.00000	     2.78252e-17	
     19254.10000	     2.79952e-17	
     19289.00000	     2.69977e-17	
     19323.90000	     2.67219e-17	
     19358.80000	     2.59049e-17	
     19393.60000	     2.47300e-17	
     19428.40000	     2.32338e-17	
     19463.10000	     2.58945e-17	
     19497.70000	     2.44694e-17	
     19532.30000	     2.56758e-17	
     19566.90000	     2.76895e-17	
     19601.40000	     2.38128e-17	
     19635.90000	     2.40364e-17	
     19670.30000	     2.52372e-17	
     19704.70000	     2.63247e-17	
     19739.00000	     2.33213e-17	
     19773.20000	     2.41557e-17	
     19807.50000	     2.56140e-17	
     19841.60000	     2.50415e-17	
     19875.80000	     2.56962e-17	
     19909.90000	     2.75416e-17	
     19943.90000	     2.87147e-17	
     19977.90000	     2.64632e-17	
     20011.80000	     2.95306e-17	
     20045.70000	     2.52524e-17	
     20079.60000	     2.33637e-17	
     20113.40000	     2.58864e-17	
     20147.10000	     2.76155e-17	
     20180.80000	     2.81293e-17	
     20214.50000	     2.96028e-17	
     20248.10000	     2.93789e-17	
     20281.70000	     3.33904e-17	
     20315.20000	     3.10278e-17	
     20348.70000	     3.35759e-17	
     20382.10000	     3.22478e-17	
     20415.50000	     3.00032e-17	
     20448.80000	     3.16324e-17	
     20482.10000	     3.56748e-17	
     20515.40000	     3.38122e-17	
     20548.60000	     3.55962e-17	
     20581.70000	     3.45403e-17	
     20614.90000	     3.62026e-17	
     20647.90000	     3.57875e-17	
     20681.00000	     3.62738e-17	
     20713.90000	     3.87109e-17	
     20746.90000	     3.58900e-17	
     20779.80000	     3.59484e-17	
     20812.60000	     3.59856e-17	
     20845.40000	     3.84812e-17	
     20878.20000	     3.69158e-17	
     20910.90000	     3.73170e-17	
     20943.50000	     3.85315e-17	
     20976.20000	     3.66372e-17	
     21008.70000	     3.74758e-17	
     21041.30000	     3.89191e-17	
     21073.70000	     3.85722e-17	
     21106.20000	     3.58476e-17	
     21138.60000	     3.86328e-17	
