TEFF,LOGG,METALLICITY,CTOO,LOGKZZ,FILENAME
1100.0,5.25,0.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.5_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,0.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.5_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,0.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.5_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,0.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.5_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,0.75,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,0.75,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,0.75,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,0.75,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,0.75,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,0.75,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,0.75,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,0.75,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,0.75,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+0.75_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,1.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,1.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,1.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,1.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,1.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,1.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,1.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,1.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,1.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_+1.0_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-0.25,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-0.25,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-0.25,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-0.25,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-0.25,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-0.25,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-0.25,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-0.25,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-0.25,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.25_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-0.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-0.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-0.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-0.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-0.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-0.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-0.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-0.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-0.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-0.5_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-1.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-1.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-1.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-1.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-1.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-1.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-1.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-1.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-1.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.0_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-1.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-1.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-1.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-1.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-1.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-1.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-1.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-1.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-1.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-1.5_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-2.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-2.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-2.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-2.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-2.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-2.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-2.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-2.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-2.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.0_CtoO_0.85_logKzz_2.0_spec.txt
1100.0,5.25,-2.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.1_logKzz_-1.0_spec.txt
1100.0,5.25,-2.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.1_logKzz_10.0_spec.txt
1100.0,5.25,-2.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.1_logKzz_2.0_spec.txt
1100.0,5.25,-2.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.55_logKzz_-1.0_spec.txt
1100.0,5.25,-2.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.55_logKzz_10.0_spec.txt
1100.0,5.25,-2.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.55_logKzz_2.0_spec.txt
1100.0,5.25,-2.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.85_logKzz_-1.0_spec.txt
1100.0,5.25,-2.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.85_logKzz_10.0_spec.txt
1100.0,5.25,-2.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1100.0_logg_5.25_logZ_-2.5_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,0.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,0.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,0.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,0.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,0.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,0.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,0.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,0.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,0.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.0_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,0.25,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,0.25,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,0.25,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,0.25,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,0.25,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,0.25,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,0.25,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,0.25,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,0.25,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.25_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,0.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,0.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,0.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,0.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,0.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,0.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,0.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,0.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,0.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.5_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,0.75,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,0.75,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,0.75,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,0.75,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,0.75,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,0.75,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,0.75,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,0.75,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,0.75,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+0.75_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,1.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,1.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,1.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,1.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,1.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,1.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,1.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,1.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,1.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_+1.0_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,-0.25,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,-0.25,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,-0.25,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,-0.25,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,-0.25,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,-0.25,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,-0.25,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,-0.25,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,-0.25,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.25_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,-0.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,-0.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,-0.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,-0.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,-0.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,-0.5,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,-0.5,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,-0.5,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,-0.5,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-0.5_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,-1.0,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,-1.0,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,-1.0,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,-1.0,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,-1.0,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.55_logKzz_10.0_spec.txt
1200.0,3.5,-1.0,0.55,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.55_logKzz_2.0_spec.txt
1200.0,3.5,-1.0,0.85,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.85_logKzz_-1.0_spec.txt
1200.0,3.5,-1.0,0.85,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.85_logKzz_10.0_spec.txt
1200.0,3.5,-1.0,0.85,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.0_CtoO_0.85_logKzz_2.0_spec.txt
1200.0,3.5,-1.5,0.1,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.5_CtoO_0.1_logKzz_-1.0_spec.txt
1200.0,3.5,-1.5,0.1,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.5_CtoO_0.1_logKzz_10.0_spec.txt
1200.0,3.5,-1.5,0.1,2.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.5_CtoO_0.1_logKzz_2.0_spec.txt
1200.0,3.5,-1.5,0.55,-1.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.5_CtoO_0.55_logKzz_-1.0_spec.txt
1200.0,3.5,-1.5,0.55,10.0,LOW_Z_BD_GRID_CLEAR_Teff_1200.0_logg_3.5_logZ_-1.5_CtoO_0.55_logKzz_10.0_spec.txt
